leuk_attr apop_attr Hamming_Distance Percent_accuracy
is_017422 is_055598 0.25 75.0
is_017422 is_055652 0.375 62.5
is_017422 is_055692 0.125 87.5
is_017422 is_055695 0.375 62.5
is_017422 is_055722 0.125 87.5
is_017422 is_055755 0.375 62.5
is_017422 is_055800 0.375 62.5
is_017422 is_055851 0.375 62.5
is_017422 is_055922 0.125 87.5
is_017422 is_055994 0.25 75.0
is_017422 is_056117 0.125 87.5
is_017422 is_056175 0.25 75.0
is_017422 is_056193 0.25 75.0
is_017422 is_056200 0.375 62.5
is_017422 is_056240 0.5 50.0
is_017422 is_056253 0.375 62.5
is_017422 is_056315 0.125 87.5
is_017422 is_056353 0.125 87.5
is_017422 is_056392 0.375 62.5
is_017422 is_056625 0.375 62.5
is_017422 is_056740 0.25 75.0
is_017422 is_056876 0.5 50.0
is_017422 is_057012 0.375 62.5
is_017422 is_057317 0.5 50.0
is_017422 is_057384 0.25 75.0
is_017422 is_057590 0.25 75.0
is_017422 is_057601 0.375 62.5
is_017422 is_057702 0.375 62.5
is_017422 is_057787 0.375 62.5
is_017422 is_057848 0.25 75.0
is_017422 is_057925 0.5 50.0
is_017422 is_058044 0.125 87.5
is_017422 is_058125 0.375 62.5
is_017422 is_058197 0.25 75.0
is_017422 is_058244 0.25 75.0
is_017422 is_058626 0.625 37.5
is_017422 is_058688 0.125 87.5
is_017422 is_058743 0.125 87.5
is_017422 is_058783 0.125 87.5
is_017422 is_058830 0.25 75.0
is_017422 is_058870 0.25 75.0
is_017422 is_058883 0.25 75.0
is_017422 is_059073 0.25 75.0
is_017422 is_059079 0.0 100.0
is_017422 is_059159 0.125 87.5
is_017422 is_059266 0.125 87.5
is_017422 is_059388 0.25 75.0
is_017422 is_059474 0.25 75.0
is_017422 is_059565 0.5 50.0
is_017422 is_059608 0.5 50.0
is_017422 is_059710 0.5 50.0
is_017422 is_059720 0.25 75.0
is_017422 is_059736 0.375 62.5
is_017422 is_059746 0.375 62.5
is_017422 is_059760 0.25 75.0
is_017422 is_060079 0.25 75.0
is_017422 is_060091 0.25 75.0
is_017422 is_060123 0.25 75.0
is_017422 is_060225 0.375 62.5
is_017422 is_060283 0.25 75.0
is_017422 is_060302 0.125 87.5
is_017422 is_060388 0.25 75.0
is_017422 is_060445 0.375 62.5
is_017422 is_060551 0.5 50.0
is_017422 is_060638 0.0 100.0
is_017422 is_060660 0.625 37.5
is_017422 is_060673 0.25 75.0
is_017422 is_060676 0.25 75.0
is_017422 is_060694 0.25 75.0
is_017422 is_060702 0.375 62.5
is_017422 is_060754 0.25 75.0
is_017422 is_060916 0.125 87.5
is_017422 is_061044 0.25 75.0
is_017422 is_061101 0.375 62.5
is_017422 is_061144 0.25 75.0
is_017422 is_061237 0.25 75.0
is_017422 is_061257 0.625 37.5
is_017422 is_061283 0.375 62.5
is_017422 is_061456 0.5 50.0
is_017422 is_061464 0.25 75.0
is_017422 is_061765 0.5 50.0
is_017422 is_061787 0.375 62.5
is_017422 is_061838 0.375 62.5
is_017422 is_061856 0.375 62.5
is_017422 is_061875 0.5 50.0
is_017422 is_061938 0.375 62.5
is_017422 is_061995 0.375 62.5
is_017422 is_062034 0.625 37.5
is_017422 is_062242 0.5 50.0
is_017422 is_062287 0.125 87.5
is_017422 is_062335 0.125 87.5
is_017422 is_062387 0.75 25.0
is_017422 is_062471 0.375 62.5
is_017422 is_062492 0.375 62.5
is_017422 is_062526 0.125 87.5
is_017422 is_062546 0.125 87.5
is_017422 is_062658 0.125 87.5
is_017422 is_062758 0.125 87.5
is_017422 is_062770 0.25 75.0
is_017422 is_062818 0.125 87.5
is_017422 is_062861 0.375 62.5
is_017422 is_062871 0.25 75.0
is_017422 is_062924 0.25 75.0
is_017422 is_062957 0.125 87.5
is_017422 is_062965 0.375 62.5
is_017422 is_063128 0.125 87.5
is_017422 is_063208 0.125 87.5
is_017422 is_063219 0.5 50.0
is_017422 is_063274 0.375 62.5
is_017422 is_063680 0.25 75.0
is_017422 is_063814 0.375 62.5
is_017422 is_063918 0.375 62.5
is_017422 is_064008 0.25 75.0
is_017422 is_064009 0.25 75.0
is_017422 is_064011 0.375 62.5
is_017422 is_064022 0.125 87.5
is_017422 is_064024 0.25 75.0
is_017422 is_064092 0.375 62.5
is_017422 is_064122 0.25 75.0
is_017422 is_064212 0.25 75.0
is_017422 is_064218 0.125 87.5
is_017422 is_064229 0.25 75.0
is_017422 is_064250 0.125 87.5
is_017422 is_064258 0.125 87.5
is_017422 is_064272 0.25 75.0
is_017422 is_064372 0.375 62.5
is_017422 is_064443 0.25 75.0
is_017422 is_064481 0.125 87.5
is_017422 is_064576 0.625 37.5
is_017422 is_064646 0.375 62.5
is_017422 is_064824 0.25 75.0
is_017422 is_065021 0.25 75.0
is_017422 is_065040 0.25 75.0
is_017422 is_065138 0.5 50.0
is_017422 is_065218 0.375 62.5
is_017422 is_065230 0.375 62.5
is_017422 is_065320 0.25 75.0
is_017422 is_065430 0.375 62.5
is_017422 is_065521 0.375 62.5
is_017422 is_065530 0.25 75.0
is_017422 is_065616 0.25 75.0
is_017422 is_065647 0.25 75.0
is_017422 is_065672 0.375 62.5
is_017422 is_065734 0.25 75.0
is_017422 is_065809 0.5 50.0
is_017422 is_065842 0.125 87.5
is_017422 is_065846 0.125 87.5
is_017422 is_065911 0.375 62.5
is_017422 is_065969 0.25 75.0
is_017422 is_066010 0.25 75.0
is_017422 is_066109 0.625 37.5
is_017422 is_066118 0.125 87.5
is_017422 is_066148 0.0 100.0
is_017422 is_066188 0.25 75.0
is_017422 is_066361 0.5 50.0
is_017422 is_066441 0.5 50.0
is_017422 is_066638 0.25 75.0
is_017422 is_066674 0.25 75.0
is_017422 is_066727 0.25 75.0
is_017422 is_066851 0.25 75.0
is_017422 is_067017 0.25 75.0
is_017422 is_067092 0.625 37.5
is_017422 is_067160 0.5 50.0
is_017422 is_067204 0.375 62.5
is_017422 is_067333 0.25 75.0
is_017422 is_067404 0.375 62.5
is_017422 is_067572 0.25 75.0
is_017422 is_067661 0.125 87.5
is_017422 is_067717 0.375 62.5
is_017422 is_067727 0.5 50.0
is_017422 is_067739 0.125 87.5
is_017422 is_067848 0.375 62.5
is_017422 is_067872 0.125 87.5
is_017422 is_067884 0.125 87.5
is_017422 is_067917 0.25 75.0
is_017422 is_068057 0.375 62.5
is_017422 is_068155 0.25 75.0
is_017422 is_068210 0.25 75.0
is_017422 is_068262 0.5 50.0
is_017422 is_068282 0.125 87.5
is_017422 is_068362 0.125 87.5
is_017422 is_068458 0.375 62.5
is_017422 is_068480 0.25 75.0
is_017422 is_068508 0.375 62.5
is_017422 is_068583 0.125 87.5
is_017422 is_068742 0.25 75.0
is_017422 is_068908 0.5 50.0
is_017422 is_068974 0.125 87.5
is_017422 is_068998 0.125 87.5
is_017422 is_069102 0.375 62.5
is_017422 is_069125 0.25 75.0
is_017422 is_069162 0.375 62.5
is_017422 is_069218 0.25 75.0
is_017422 is_069238 0.375 62.5
is_017422 is_069351 0.5 50.0
is_017422 is_069465 0.25 75.0
is_017422 is_069642 0.125 87.5
is_017422 is_069690 0.375 62.5
is_017422 is_069770 0.125 87.5
is_017422 is_069771 0.0 100.0
is_017422 is_069775 0.375 62.5
is_017422 is_069913 0.625 37.5
is_017422 is_069928 0.25 75.0
is_017422 is_069992 0.25 75.0
is_017422 is_070043 0.375 62.5
is_017422 is_070140 0.0 100.0
is_017422 is_070166 0.25 75.0
is_017422 is_070247 0.25 75.0
is_017422 is_070583 0.125 87.5
is_017422 is_070655 0.125 87.5
is_017422 is_070659 0.125 87.5
is_017422 is_070672 0.25 75.0
is_017422 is_070737 0.375 62.5
is_017422 is_070754 0.0 100.0
is_017422 is_070900 0.5 50.0
is_017422 is_070982 0.25 75.0
is_017422 is_071022 0.375 62.5
is_017422 is_071182 0.5 50.0
is_017422 is_071185 0.5 50.0
is_017422 is_071193 0.25 75.0
is_017422 is_071305 0.25 75.0
is_017422 is_071377 0.25 75.0
is_017422 is_071402 0.375 62.5
is_017422 is_071464 0.375 62.5
is_017422 is_071508 0.25 75.0
is_017422 is_071699 0.125 87.5
is_017422 is_071827 0.375 62.5
is_017422 is_071910 0.625 37.5
is_017422 is_071956 0.25 75.0
is_017422 is_072054 0.75 25.0
is_017422 is_072062 0.375 62.5
is_017422 is_072307 0.5 50.0
is_017422 is_072353 0.25 75.0
is_017422 is_072482 0.375 62.5
is_017422 is_072524 0.25 75.0
is_017422 is_072769 0.25 75.0
is_017422 is_072778 0.25 75.0
is_017422 is_072886 0.25 75.0
is_017422 is_072961 0.375 62.5
is_017422 is_073005 0.375 62.5
is_017422 is_073057 0.5 50.0
is_017422 is_073082 0.125 87.5
is_017422 is_073185 0.25 75.0
is_017422 is_073188 0.125 87.5
is_017422 is_073308 0.5 50.0
is_017422 is_073327 0.375 62.5
is_017422 is_073449 0.25 75.0
is_017422 is_073457 0.25 75.0
is_017422 is_073521 0.125 87.5
is_017422 is_073736 0.375 62.5
is_017422 is_073874 0.25 75.0
is_017422 is_073892 0.125 87.5
is_017422 is_073927 0.25 75.0
is_017422 is_074073 0.25 75.0
is_017422 is_074153 0.125 87.5
is_017422 is_074182 0.375 62.5
is_017422 is_074190 0.125 87.5
is_017422 is_074208 0.25 75.0
is_017422 is_074261 0.25 75.0
is_017422 is_074352 0.375 62.5
is_017422 is_074385 0.375 62.5
is_017422 is_074391 0.5 50.0
is_017422 is_074529 0.375 62.5
is_017422 is_074605 0.375 62.5
is_017422 is_074690 0.25 75.0
is_017422 is_074866 0.125 87.5
is_017422 is_074867 0.375 62.5
is_017422 is_074911 0.125 87.5
is_017422 is_075003 0.125 87.5
is_017422 is_075004 0.375 62.5
is_017422 is_075037 0.375 62.5
is_017422 is_075122 0.25 75.0
is_017422 is_075206 0.25 75.0
is_017422 is_075244 0.25 75.0
is_017422 is_075307 0.125 87.5
is_017422 is_075378 0.125 87.5
is_017422 is_075403 0.375 62.5
is_017422 is_075493 0.25 75.0
is_017422 is_075530 0.25 75.0
is_017422 is_075563 0.25 75.0
is_017422 is_075577 0.25 75.0
is_017422 is_075612 0.5 50.0
is_017422 is_075669 0.125 87.5
is_017422 is_075738 0.25 75.0
is_017422 is_075750 0.375 62.5
is_017422 is_075835 0.25 75.0
is_017422 is_075855 0.375 62.5
is_017422 is_075864 0.25 75.0
is_017422 is_075880 0.25 75.0
is_017422 is_075923 0.25 75.0
is_017422 is_076065 0.25 75.0
is_017422 is_076110 0.25 75.0
is_017422 is_076177 0.5 50.0
is_017422 is_076197 0.125 87.5
is_017422 is_076300 0.25 75.0
is_017422 is_076373 0.125 87.5
is_017422 is_076424 0.25 75.0
is_017422 is_076476 0.25 75.0
is_017422 is_076524 0.5 50.0
is_017422 is_076645 0.125 87.5
is_017422 is_076692 0.375 62.5
is_017422 is_076835 0.25 75.0
is_017422 is_076841 0.375 62.5
is_017422 is_076865 0.125 87.5
is_017422 is_076991 0.375 62.5
is_017422 is_077003 0.25 75.0
is_017422 is_077644 0.25 75.0
is_017422 is_077665 0.25 75.0
is_017422 is_077681 0.125 87.5
is_017422 is_077707 0.25 75.0
is_017422 is_077745 0.5 50.0
is_017422 is_077755 0.25 75.0
is_017422 is_077758 0.25 75.0
is_017422 is_077960 0.125 87.5
is_017422 is_077999 0.125 87.5
is_017422 is_078072 0.375 62.5
is_017422 is_078086 0.125 87.5
is_017422 is_078091 0.375 62.5
is_017422 is_078109 0.125 87.5
is_017422 is_078143 0.125 87.5
is_017422 is_078399 0.125 87.5
is_017422 is_078497 0.375 62.5
is_017422 is_078664 0.375 62.5
is_017422 is_078738 0.25 75.0
is_017422 is_078754 0.25 75.0
is_017422 is_078822 0.25 75.0
is_017422 is_078879 0.25 75.0
is_017422 is_078927 0.25 75.0
is_017422 is_078979 0.125 87.5
is_017422 is_078980 0.25 75.0
is_017422 is_078998 0.25 75.0
is_017422 is_079028 0.375 62.5
is_017422 is_079142 0.25 75.0
is_017422 is_079162 0.25 75.0
is_017422 is_079208 0.625 37.5
is_017422 is_079412 0.375 62.5
is_017422 is_079568 0.375 62.5
is_017422 is_079612 0.375 62.5
is_017422 is_079676 0.0 100.0
is_017422 is_079745 0.125 87.5
is_017422 is_079773 0.375 62.5
is_017422 is_079787 0.25 75.0
is_017422 is_079797 0.375 62.5
is_017422 is_079819 0.375 62.5
is_017422 is_079846 0.25 75.0
is_017422 is_079861 0.25 75.0
is_017422 is_079990 0.5 50.0
is_017422 is_080051 0.25 75.0
is_017422 is_080129 0.375 62.5
is_017422 is_080255 0.125 87.5
is_017422 is_080297 0.75 25.0
is_017422 is_080305 0.25 75.0
is_017422 is_080391 0.375 62.5
is_017422 is_080459 0.375 62.5
is_017422 is_080480 0.375 62.5
is_017422 is_080492 0.375 62.5
is_017422 is_080499 0.625 37.5
is_017422 is_080523 0.375 62.5
is_017422 is_080606 0.25 75.0
is_017422 is_080688 0.25 75.0
is_017422 is_080885 0.25 75.0
is_017422 is_080894 0.25 75.0
is_017422 is_080963 0.25 75.0
is_017422 is_080981 0.25 75.0
is_017422 is_080983 0.25 75.0
is_017422 is_081015 0.375 62.5
is_017422 is_081016 0.375 62.5
is_017422 is_081191 0.125 87.5
is_017422 is_081231 0.25 75.0
is_017422 is_081265 0.25 75.0
is_017422 is_081357 0.0 100.0
is_017422 is_081470 0.375 62.5
is_017422 is_081584 0.375 62.5
is_017422 is_081592 0.5 50.0
is_017422 is_081759 0.125 87.5
is_017422 is_081773 0.375 62.5
is_017422 is_081920 0.125 87.5
is_017422 is_081991 0.5 50.0
is_017422 is_081994 0.125 87.5
is_017422 is_082179 0.125 87.5
is_017422 is_082190 0.25 75.0
is_017422 is_082195 0.375 62.5
is_017422 is_082284 0.125 87.5
is_017422 is_082357 0.375 62.5
is_017422 is_082365 0.25 75.0
is_017422 is_082396 0.125 87.5
is_017422 is_082441 0.125 87.5
is_017422 is_082454 0.5 50.0
is_017422 is_082539 0.25 75.0
is_017422 is_082648 0.875 12.5
is_017422 is_082665 0.375 62.5
is_017422 is_082675 0.25 75.0
is_017422 is_082727 0.375 62.5
is_017422 is_082878 0.25 75.0
is_017422 is_083029 0.125 87.5
is_017422 is_083034 0.25 75.0
is_017422 is_083038 0.125 87.5
is_017422 is_083073 0.25 75.0
is_017422 is_083091 0.375 62.5
is_017422 is_083103 0.125 87.5
is_017422 is_083244 0.125 87.5
is_017422 is_083318 0.25 75.0
is_017422 is_083343 0.25 75.0
is_017422 is_083393 0.5 50.0
is_017422 is_083415 0.375 62.5
is_017422 is_083496 0.25 75.0
is_017422 is_083614 0.125 87.5
is_017422 is_083654 0.5 50.0
is_017422 is_083712 0.25 75.0
is_017422 is_083892 0.375 62.5
is_017422 is_083977 0.625 37.5
is_017422 is_084049 0.25 75.0
is_017422 is_084164 0.375 62.5
is_017422 is_084279 0.25 75.0
is_017422 is_084285 0.125 87.5
is_017422 is_084386 0.25 75.0
is_017422 is_084443 0.25 75.0
is_017422 is_084551 0.625 37.5
is_017422 is_084644 0.25 75.0
is_017422 is_084649 0.25 75.0
is_017422 is_084676 0.125 87.5
is_017422 is_084683 0.5 50.0
is_017422 is_084707 0.125 87.5
is_017422 is_084731 0.25 75.0
is_017422 is_084791 0.625 37.5
is_017422 is_084817 0.625 37.5
is_017422 is_084831 0.25 75.0
is_017422 is_084854 0.125 87.5
is_017422 is_085033 0.5 50.0
is_017422 is_085137 0.25 75.0
is_017422 is_085151 0.25 75.0
is_017422 is_085188 0.375 62.5
is_017422 is_085261 0.125 87.5
is_017422 is_085266 0.375 62.5
is_017422 is_085285 0.5 50.0
is_017422 is_085325 0.125 87.5
is_017422 is_085349 0.25 75.0
is_017422 is_085356 0.25 75.0
is_017422 is_085553 0.5 50.0
is_017422 is_085650 0.25 75.0
is_017422 is_085656 0.5 50.0
is_017422 is_085677 0.125 87.5
is_017422 is_085823 0.375 62.5
is_017422 is_085842 0.5 50.0
is_017422 is_085996 0.125 87.5
is_017422 is_086031 0.125 87.5
is_017422 is_086087 0.25 75.0
is_017422 is_086364 0.25 75.0
is_017422 is_086481 0.125 87.5
is_017422 is_086513 0.25 75.0
is_017422 is_086700 0.25 75.0
is_017422 is_086782 0.125 87.5
is_017422 is_086983 0.375 62.5
is_017422 is_087116 0.25 75.0
is_017422 is_087199 0.25 75.0
is_017422 is_087209 0.375 62.5
is_017422 is_087215 0.25 75.0
is_017422 is_087281 0.375 62.5
is_017422 is_087432 0.375 62.5
is_017422 is_087489 0.375 62.5
is_017422 is_087570 0.25 75.0
is_017422 is_087646 0.125 87.5
is_017422 is_087664 0.25 75.0
is_017422 is_087735 0.25 75.0
is_017422 is_087738 0.375 62.5
is_017422 is_087774 0.375 62.5
is_017422 is_087815 0.25 75.0
is_017422 is_087945 0.625 37.5
is_017422 is_088001 0.25 75.0
is_017422 is_088032 0.375 62.5
is_017422 is_088045 0.375 62.5
is_017422 is_088106 0.5 50.0
is_017422 is_088134 0.125 87.5
is_017422 is_088200 0.375 62.5
is_017422 is_088205 0.125 87.5
is_017422 is_088211 0.25 75.0
is_017422 is_088320 0.25 75.0
is_017422 is_088327 0.125 87.5
is_017422 is_088449 0.125 87.5
is_017422 is_088688 0.125 87.5
is_017422 is_088743 0.5 50.0
is_017422 is_088842 0.125 87.5
is_017422 is_089022 0.625 37.5
is_017422 is_089243 0.5 50.0
is_017422 is_089251 0.25 75.0
is_017422 is_089277 0.125 87.5
is_017422 is_089278 0.375 62.5
is_017422 is_089307 0.25 75.0
is_017422 is_089416 0.25 75.0
is_017422 is_089558 0.375 62.5
is_017422 is_089643 0.125 87.5
is_017422 is_089837 0.375 62.5
is_017422 is_089859 0.125 87.5
is_017422 is_090064 0.625 37.5
is_017422 is_090141 0.25 75.0
is_017422 is_090156 0.25 75.0
is_017422 is_090203 0.25 75.0
is_017422 is_090208 0.25 75.0
is_017422 is_090273 0.25 75.0
is_017422 is_090385 0.125 87.5
is_017422 is_090437 0.125 87.5
is_017422 is_090574 0.625 37.5
is_017422 is_090773 0.25 75.0
is_017422 is_090845 0.375 62.5
is_017422 is_090854 0.375 62.5
is_017422 is_091036 0.375 62.5
is_017422 is_091296 0.375 62.5
is_017422 is_091398 0.375 62.5
is_017422 is_091431 0.375 62.5
is_017422 is_091585 0.25 75.0
is_017422 is_091684 0.375 62.5
is_017422 is_091874 0.25 75.0
is_017422 is_091913 0.125 87.5
is_017422 is_091967 0.625 37.5
is_017422 is_092029 0.5 50.0
is_017422 is_092046 0.125 87.5
is_017422 is_092075 0.375 62.5
is_017422 is_092182 0.375 62.5
is_017422 is_092231 0.125 87.5
is_017422 is_092329 0.25 75.0
is_017422 is_092344 0.25 75.0
is_017422 is_092396 0.5 50.0
is_017422 is_092741 0.25 75.0
is_017422 is_092849 0.5 50.0
is_017422 is_093030 0.25 75.0
is_017422 is_093149 0.375 62.5
is_017422 is_093370 0.375 62.5
is_017422 is_093465 0.5 50.0
is_017422 is_093485 0.5 50.0
is_017422 is_093587 0.5 50.0
is_017422 is_093615 0.125 87.5
is_017422 is_093704 0.5 50.0
is_017422 is_093782 0.375 62.5
is_017422 is_093824 0.125 87.5
is_017422 is_093893 0.25 75.0
is_017422 is_093954 0.25 75.0
is_017422 is_094066 0.25 75.0
is_017422 is_094099 0.25 75.0
is_017422 is_094186 0.125 87.5
is_017422 is_094189 0.25 75.0
is_017422 is_094208 0.25 75.0
is_017422 is_094553 0.625 37.5
is_017422 is_094627 0.25 75.0
is_017422 is_094644 0.25 75.0
is_017422 is_094805 0.75 25.0
is_017422 is_094881 0.375 62.5
is_017422 is_094944 0.125 87.5
is_017422 is_094975 0.125 87.5
is_017422 is_095022 0.25 75.0
is_017422 is_095049 0.5 50.0
is_017422 is_095057 0.375 62.5
is_017422 is_095090 0.125 87.5
is_017422 is_095182 0.5 50.0
is_017422 is_095393 0.125 87.5
is_017422 is_095398 0.0 100.0
is_017422 is_095408 0.5 50.0
is_017422 is_095483 0.125 87.5
is_017422 is_095511 0.5 50.0
is_017422 is_095785 0.125 87.5
is_017422 is_095813 0.375 62.5
is_017422 is_095864 0.125 87.5
is_017422 is_095867 0.5 50.0
is_017422 is_095873 0.125 87.5
is_017422 is_096102 0.25 75.0
is_017422 is_096126 0.25 75.0
is_017422 is_096228 0.375 62.5
is_017422 is_096296 0.25 75.0
is_017422 is_096329 0.25 75.0
is_017422 is_096370 0.375 62.5
is_017422 is_096442 0.25 75.0
is_017422 is_096468 0.125 87.5
is_017422 is_096493 0.25 75.0
is_017422 is_096607 0.125 87.5
is_017422 is_096612 0.375 62.5
is_017422 is_096628 0.25 75.0
is_017422 is_096641 0.125 87.5
is_017422 is_096749 0.125 87.5
is_017422 is_096945 0.125 87.5
is_017422 is_097044 0.375 62.5
is_017422 is_097121 0.125 87.5
is_017422 is_097124 0.125 87.5
is_017422 is_097198 0.25 75.0
is_017422 is_097286 0.375 62.5
is_017422 is_097334 0.125 87.5
is_017422 is_097517 0.25 75.0
is_017422 is_097579 0.125 87.5
is_017422 is_097590 0.75 25.0
is_017422 is_097633 0.625 37.5
is_017422 is_097701 0.25 75.0
is_017422 is_097721 0.375 62.5
is_017422 is_097797 0.25 75.0
is_017422 is_097855 0.375 62.5
is_017422 is_097935 0.0 100.0
is_017422 is_097953 0.375 62.5
is_017422 is_097998 0.625 37.5
is_017422 is_098028 0.375 62.5
is_017422 is_098138 0.375 62.5
is_017422 is_098204 0.625 37.5
is_017422 is_098403 0.25 75.0
is_017422 is_098528 0.375 62.5
is_017422 is_098726 0.125 87.5
is_017422 is_098729 0.125 87.5
is_017422 is_098803 0.25 75.0
is_017422 is_098832 0.375 62.5
is_017422 is_098919 0.5 50.0
is_017422 is_098942 0.5 50.0
is_017422 is_098960 0.25 75.0
is_017422 is_098980 0.25 75.0
is_017422 is_099052 0.125 87.5
is_017422 is_099087 0.375 62.5
is_017422 is_099148 0.125 87.5
is_017422 is_099198 0.375 62.5
is_017422 is_099231 0.25 75.0
is_017422 is_099264 0.375 62.5
is_017422 is_099320 0.25 75.0
is_017422 is_099456 0.375 62.5
is_017422 is_099652 0.375 62.5
is_017422 is_099724 0.125 87.5
is_017422 is_099739 0.25 75.0
is_017422 is_099788 0.5 50.0
is_017422 is_099811 0.25 75.0
is_017422 is_099964 0.375 62.5
is_041375 is_000099 0.5 50.0
is_041375 is_000112 0.625 37.5
is_041375 is_000175 0.625 37.5
is_041375 is_000250 0.625 37.5
is_041375 is_000279 0.625 37.5
is_041375 is_000634 0.75 25.0
is_041375 is_000806 0.625 37.5
is_041375 is_000845 0.375 62.5
is_041375 is_000854 0.375 62.5
is_041375 is_000868 0.625 37.5
is_041375 is_000990 0.5 50.0
is_041375 is_001114 0.375 62.5
is_041375 is_001180 0.625 37.5
is_041375 is_001565 0.5 50.0
is_041375 is_001609 0.625 37.5
is_041375 is_001662 0.375 62.5
is_041375 is_001758 0.5 50.0
is_041375 is_001845 0.375 62.5
is_041375 is_001905 0.625 37.5
is_041375 is_001955 0.5 50.0
is_041375 is_002011 0.5 50.0
is_041375 is_002108 0.625 37.5
is_041375 is_002113 0.5 50.0
is_041375 is_002157 0.375 62.5
is_041375 is_002228 0.375 62.5
is_041375 is_002282 0.625 37.5
is_041375 is_002308 0.125 87.5
is_041375 is_002395 0.5 50.0
is_041375 is_002433 0.5 50.0
is_041375 is_002445 0.5 50.0
is_041375 is_002553 0.625 37.5
is_041375 is_002584 0.5 50.0
is_041375 is_002615 0.5 50.0
is_041375 is_002756 0.5 50.0
is_041375 is_002842 0.5 50.0
is_041375 is_002890 0.625 37.5
is_041375 is_002981 0.5 50.0
is_041375 is_003159 0.625 37.5
is_041375 is_003200 0.375 62.5
is_041375 is_003258 0.5 50.0
is_041375 is_003339 0.5 50.0
is_041375 is_003404 0.625 37.5
is_041375 is_003438 0.5 50.0
is_041375 is_003484 0.5 50.0
is_041375 is_003526 0.375 62.5
is_041375 is_003723 0.25 75.0
is_041375 is_003730 0.375 62.5
is_041375 is_003754 0.75 25.0
is_041375 is_003850 0.5 50.0
is_041375 is_003934 0.5 50.0
is_041375 is_003974 0.625 37.5
is_041375 is_004008 0.5 50.0
is_041375 is_004206 0.5 50.0
is_041375 is_004319 0.625 37.5
is_041375 is_004411 0.125 87.5
is_041375 is_004469 0.375 62.5
is_041375 is_004473 0.5 50.0
is_041375 is_004535 0.625 37.5
is_041375 is_004647 0.625 37.5
is_041375 is_004686 0.5 50.0
is_041375 is_004796 0.75 25.0
is_041375 is_004859 0.5 50.0
is_041375 is_004907 0.625 37.5
is_041375 is_004990 0.625 37.5
is_041375 is_005121 0.5 50.0
is_041375 is_005163 0.5 50.0
is_041375 is_005188 0.625 37.5
is_041375 is_005334 0.375 62.5
is_041375 is_005421 0.375 62.5
is_041375 is_005488 0.625 37.5
is_041375 is_005497 0.5 50.0
is_041375 is_005737 0.5 50.0
is_041375 is_005763 0.625 37.5
is_041375 is_005802 0.375 62.5
is_041375 is_005803 0.625 37.5
is_041375 is_005806 0.625 37.5
is_041375 is_005937 0.5 50.0
is_041375 is_005993 0.625 37.5
is_041375 is_006086 0.625 37.5
is_041375 is_006372 0.5 50.0
is_041375 is_006374 0.25 75.0
is_041375 is_006523 0.375 62.5
is_041375 is_006653 0.5 50.0
